fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,tipo
0.3511362207330219,1.7402513667511001,-2.164515281109809,-0.7375040826191458,1.079468321383375,-1.1752086932072214,-1.4111430880742628,1.1009955923516042,1.7793035689719825,0.38185976523800075,-0.9691519876973707,5,tinto
0.6539499365045928,2.054627183998327,-2.164515281109809,-0.31580676964035875,1.5915206901731,-0.11895114404250999,-0.8298387552986338,0.763753208058093,-0.15379707460840408,1.10598486754636,-0.6318330805694778,5,tinto
0.6539499365045928,1.862695286173412,-1.892671814245529,-0.4797515695609635,1.4755278529730513,-0.820612446931368,-1.058837431846609,0.8312016849167877,0.22035143705231391,0.9445218628271969,-0.6318330805694778,5,tinto
2.253805834742423,-0.21111568729094304,1.641293254990111,-0.7375040826191458,1.0497242207916586,-0.6629621386712589,-0.9531457349783127,1.1684440692102989,-0.40322941571555126,0.5181327699658869,-0.6318330805694778,6,tinto
0.3511362207330219,1.6461374609935804,-2.164515281109809,-0.8105872687450814,1.0497242207916586,-0.9903955812973039,-1.3054513912059666,1.1009955923516042,1.7793035689719825,0.38185976523800075,-0.9691519876973707,5,tinto
0.7241964942562844,1.4823918811922576,-1.756750080813389,-0.969440220528746,0.8565783391897303,-0.820612446931368,-0.9707610177896954,0.628856254340666,0.4697837781594611,-0.41778301991233896,-0.9691519876973707,5,tinto
0.2695014844134826,1.6208395581813617,-2.164515281109809,-1.3511086946009774,0.7125745360478986,-0.820612446931368,-1.6401417646222378,0.021819962612375978,1.0310065456505437,-0.3278143830081778,-0.46317362700553216,7,tinto
0.6539499365045928,1.4208643240511427,-2.028593547677669,-0.6681702975420719,0.9882039945092366,-1.3792792877414708,-1.692987613056386,0.763753208058093,0.8439322898201819,0.4508678666646579,-0.8848222609153978,7,tinto
0.43029842384626377,1.132364309251401,0.28207592066871073,0.7354973452988238,0.9238669017043466,-0.6629621386712589,-0.21330385690023942,1.1009955923516042,0.7815742045433964,1.6490953518349591,-0.04152499309566651,5,tinto
-0.2787584528908342,1.4208643240511427,-1.6208283473812488,-0.8105872687450814,1.5732323732891766,-0.820612446931368,-0.8650693209213992,0.4602350621939292,0.3450676076058875,0.23838458135134558,-1.1378114412613178,5,tinto
-1.631728256865534,1.5261342017181039,-2.164515281109809,-0.969440220528746,1.4115375803696215,-0.740415934715731,-0.9707610177896954,-0.07935275267570356,2.2158101659094913,0.08722548849318042,-0.547503353787505,5,tinto
0.6539499365045928,1.5117740050691086,-0.19365014634377925,-0.969440220528746,1.8359089538630196,-1.3792792877414708,-1.4992195021311763,0.9660986386341771,0.22035143705231391,3.1852111646313066,-1.2221411680432908,5,tinto
1.3279477846579604,1.5402791299972505,-0.941219680220549,0.17572442952353157,2.2765911534314762,1.1983609844823608,0.5441533039892166,1.3707894997864205,-0.40322941571555126,1.9376770833894736,-1.1378114412613178,5,tinto
1.3279477846579604,1.5402791299972505,-0.873258813504479,0.20817574387761256,2.254378271099655,1.1579078633741573,0.5969991524233647,1.3707894997864205,-0.3408713304387659,2.0944057775316227,-1.1378114412613178,5,tinto
1.1060988009126251,-0.21111568729094304,1.641293254990111,-0.8105872687450814,1.4755278529730513,0.43565469890447067,-0.19568857408885673,0.7974774464874403,0.4697837781594611,1.4408912872660176,-0.04152499309566651,7,tinto
0.8587391036314699,1.3554170184038512,-0.2616110130598489,-0.8877677558097149,2.4488851507682234,-0.740415934715731,-1.0236068662238436,0.763753208058093,-0.7150198420994867,2.8459411539710007,-1.0534817144793436,5,tinto
